id,sleep_target,sleep_value,steps,calories_target,calories_value,createdAt,updatedAt,intensity,min_heart_rate,max_heart_rate,user/id,user/email,user/full_name,user/disable_survey
25,480,421,2504.0,2048.0,745.0,2023-05-14 00:00:01.107000+00:00,2023-05-15 10:28:01.362000+00:00,,,,,,,
26,480,421,2504.0,2048.0,745.0,2023-05-14 00:00:01.997000+00:00,2023-05-15 10:28:02.498000+00:00,,,,,,,
27,480,421,2504.0,2048.0,745.0,2023-05-14 00:00:02.538000+00:00,2023-05-15 10:28:03.201000+00:00,,,,,,,
28,480,421,2504.0,2048.0,745.0,2023-05-14 00:00:03.142000+00:00,2023-05-15 10:28:03.909000+00:00,,,,,,,
29,480,421,11681.0,2048.0,2025.0,2023-05-15 12:00:00.763000+00:00,2023-05-15 23:55:00.920000+00:00,,,,,,,
30,480,421,11681.0,2048.0,2025.0,2023-05-15 12:00:01.510000+00:00,2023-05-15 23:55:01.803000+00:00,,,,,,,
31,480,421,11681.0,2048.0,2025.0,2023-05-15 12:00:02.487000+00:00,2023-05-15 23:55:03.005000+00:00,,,,,,,
32,480,421,11681.0,2048.0,2025.0,2023-05-15 12:00:03.300000+00:00,2023-05-15 23:55:03.912000+00:00,,,,,,,
33,480,421,11681.0,2048.0,2025.0,2023-05-15 12:00:04.019000+00:00,2023-05-15 23:55:04.824000+00:00,,,,,,,
34,480,420,9485.0,2048.0,1895.0,2023-05-16 12:00:00.755000+00:00,2023-05-16 23:55:00.763000+00:00,,,,,,,
35,480,420,9485.0,2048.0,1895.0,2023-05-16 12:00:01.487000+00:00,2023-05-16 23:55:01.585000+00:00,,,,,,,
36,480,420,9485.0,2048.0,1895.0,2023-05-16 12:00:02.734000+00:00,2023-05-16 23:55:02.615000+00:00,,,,,,,
37,480,420,9485.0,2048.0,1895.0,2023-05-16 12:00:03.896000+00:00,2023-05-16 23:55:03.342000+00:00,,,,,,,
38,480,420,9485.0,2048.0,1895.0,2023-05-16 12:00:05.333000+00:00,2023-05-16 23:55:04.111000+00:00,,,,,,,
39,480,487,2125.0,2048.0,808.0,2023-05-17 12:00:00.819000+00:00,2023-05-17 12:00:00.819000+00:00,,,,,,,
40,480,487,7082.0,2048.0,1785.0,2023-05-17 12:00:01.632000+00:00,2023-05-17 23:55:00.797000+00:00,,,,,,,
41,480,487,7082.0,2048.0,1785.0,2023-05-17 12:00:02.770000+00:00,2023-05-17 23:55:02.091000+00:00,,,,,,,
42,480,487,7082.0,2048.0,1785.0,2023-05-17 12:00:03.511000+00:00,2023-05-17 23:55:02.907000+00:00,,,,,,,
43,480,487,7082.0,2048.0,1785.0,2023-05-17 12:00:04.252000+00:00,2023-05-17 23:55:03.739000+00:00,,,,,,,
44,480,377,8882.0,2048.0,1793.0,2023-05-18 12:00:00.769000+00:00,2023-05-18 23:55:00.760000+00:00,,,,,,,
45,480,377,8882.0,2048.0,1793.0,2023-05-18 12:00:01.880000+00:00,2023-05-18 23:55:01.789000+00:00,,,,,,,
46,480,377,8882.0,2048.0,1793.0,2023-05-18 12:00:02.662000+00:00,2023-05-18 23:55:02.620000+00:00,,,,,,,
47,480,377,8882.0,2048.0,1793.0,2023-05-18 12:00:03.497000+00:00,2023-05-18 23:55:03.447000+00:00,,,,,,,
48,480,415,8856.0,2048.0,1762.0,2023-05-19 12:00:00.820000+00:00,2023-05-19 23:55:00.771000+00:00,,,,,,,
49,480,415,8856.0,2048.0,1762.0,2023-05-19 12:00:01.845000+00:00,2023-05-19 23:55:01.861000+00:00,,,,,,,
50,480,415,8856.0,2048.0,1762.0,2023-05-19 12:00:02.844000+00:00,2023-05-19 23:55:02.546000+00:00,,,,,,,
51,480,415,8856.0,2048.0,1762.0,2023-05-19 12:00:03.667000+00:00,2023-05-19 23:55:03.251000+00:00,,,,,,,
52,480,511,8562.0,2048.0,1818.0,2023-05-20 12:00:00.891000+00:00,2023-05-20 23:55:01.175000+00:00,,,,,,,
