id,sleep_target,sleep_value,steps,calories_target,calories_value,createdAt,updatedAt,intensity,min_heart_rate,max_heart_rate,user/id,user/email,user/full_name,user/disable_survey
53,480,511,8562.0,2048.0,1818.0,2023-05-20 12:00:01.897000+00:00,2023-05-20 23:55:02.349000+00:00,,,,,,,
54,480,511,8562.0,2048.0,1818.0,2023-05-20 12:00:02.756000+00:00,2023-05-20 23:55:03.119000+00:00,,,,,,,
55,480,511,8562.0,2048.0,1818.0,2023-05-20 12:00:03.464000+00:00,2023-05-20 23:55:03.819000+00:00,,,,,,,
56,480,,8171.0,2048.0,1873.0,2023-05-21 12:00:00.817000+00:00,2023-05-21 23:55:00.651000+00:00,,,,,,,
57,480,,8171.0,2048.0,1873.0,2023-05-21 12:00:01.745000+00:00,2023-05-21 23:55:01.629000+00:00,,,,,,,
58,480,,8171.0,2048.0,1873.0,2023-05-21 12:00:03.247000+00:00,2023-05-21 23:55:02.336000+00:00,,,,,,,
59,480,,8171.0,2048.0,1873.0,2023-05-21 12:00:03.902000+00:00,2023-05-21 23:55:03+00:00,,,,,,,
60,480,425,13104.0,2048.0,1905.0,2023-05-22 12:00:00.812000+00:00,2023-05-22 23:55:00.877000+00:00,,,,,,,
61,480,425,13104.0,2048.0,1905.0,2023-05-22 12:00:01.982000+00:00,2023-05-22 23:55:02.035000+00:00,,,,,,,
62,480,425,13104.0,2048.0,1905.0,2023-05-22 12:00:02.807000+00:00,2023-05-22 23:55:02.902000+00:00,,,,,,,
63,480,425,13104.0,2048.0,1905.0,2023-05-22 12:00:03.504000+00:00,2023-05-22 23:55:03.716000+00:00,,,,,,,
64,480,450,8591.0,2048.0,1856.0,2023-05-23 12:00:00.826000+00:00,2023-05-23 23:55:00.844000+00:00,,,,,,,
65,480,450,8591.0,2048.0,1856.0,2023-05-23 12:00:01.897000+00:00,2023-05-23 23:55:01.932000+00:00,,,,,,,
66,480,450,8591.0,2048.0,1856.0,2023-05-23 12:00:02.713000+00:00,2023-05-23 23:55:02.784000+00:00,,,,,,,
67,480,450,8591.0,2048.0,1856.0,2023-05-23 12:00:03.609000+00:00,2023-05-23 23:55:03.586000+00:00,,,,,,,
68,480,487,9949.0,2048.0,1915.0,2023-05-24 12:00:00.867000+00:00,2023-05-24 23:55:00.915000+00:00,,,,,,,
69,480,487,9949.0,2048.0,1915.0,2023-05-24 12:00:02.132000+00:00,2023-05-24 23:55:02.177000+00:00,,,,,,,
70,480,487,9949.0,2048.0,1915.0,2023-05-24 12:00:03.232000+00:00,2023-05-24 23:55:03.227000+00:00,,,,,,,
71,480,487,9949.0,2048.0,1915.0,2023-05-24 12:00:04.195000+00:00,2023-05-24 23:55:04.065000+00:00,,,,,,,
72,480,381,6546.0,2048.0,1786.0,2023-05-25 12:00:00.802000+00:00,2023-05-25 23:55:00.885000+00:00,,,,,,,
73,480,381,6546.0,2048.0,1786.0,2023-05-25 12:00:01.769000+00:00,2023-05-25 23:55:01.903000+00:00,,,,,,,
74,480,381,6546.0,2048.0,1786.0,2023-05-25 12:00:02.550000+00:00,2023-05-25 23:55:02.603000+00:00,,,,,,,
75,480,381,6546.0,2048.0,1786.0,2023-05-25 12:00:03.321000+00:00,2023-05-25 23:55:03.265000+00:00,,,,,,,
76,480,419,6428.0,2048.0,1644.0,2023-05-26 12:00:01.081000+00:00,2023-05-26 23:55:00.753000+00:00,,,,,,,
77,480,419,6428.0,2048.0,1644.0,2023-05-26 12:00:02.459000+00:00,2023-05-26 23:55:01.782000+00:00,,,,,,,
78,480,419,6428.0,2048.0,1644.0,2023-05-26 12:00:03.267000+00:00,2023-05-26 23:55:02.463000+00:00,,,,,,,
79,480,419,6428.0,2048.0,1644.0,2023-05-26 12:00:03.984000+00:00,2023-05-26 23:55:03.244000+00:00,,,,,,,
80,480,,14805.0,2048.0,2373.0,2023-05-27 12:00:00.694000+00:00,2023-05-27 23:55:00.870000+00:00,,,,,,,
81,480,,14805.0,2048.0,2373.0,2023-05-27 12:00:01.724000+00:00,2023-05-27 23:55:02.090000+00:00,,,,,,,
82,480,,14805.0,2048.0,2373.0,2023-05-27 12:00:02.494000+00:00,2023-05-27 23:55:02.903000+00:00,,,,,,,
83,480,,14805.0,2048.0,2373.0,2023-05-27 12:00:03.089000+00:00,2023-05-27 23:55:03.661000+00:00,,,,,,,
84,480,486,12618.0,2048.0,2111.0,2023-05-28 12:00:00.759000+00:00,2023-05-28 23:55:00.783000+00:00,,,,,,,
85,480,486,12618.0,2048.0,2111.0,2023-05-28 12:00:01.838000+00:00,2023-05-28 23:55:02.003000+00:00,,,,,,,
86,480,486,12618.0,2048.0,2111.0,2023-05-28 12:00:02.773000+00:00,2023-05-28 23:55:02.767000+00:00,,,,,,,
87,480,486,12618.0,2048.0,2111.0,2023-05-28 12:00:03.436000+00:00,2023-05-28 23:55:03.523000+00:00,,,,,,,
88,480,484,4733.0,2048.0,1587.0,2023-05-29 12:00:00.818000+00:00,2023-05-29 23:45:00.813000+00:00,,,,,,,
89,480,484,4733.0,2048.0,1587.0,2023-05-29 12:00:02.043000+00:00,2023-05-29 23:45:01.696000+00:00,,,,,,,
90,480,484,4733.0,2048.0,1587.0,2023-05-29 12:00:02.802000+00:00,2023-05-29 23:45:02.374000+00:00,,,,,,,
91,480,484,4733.0,2048.0,1587.0,2023-05-29 12:00:03.570000+00:00,2023-05-29 23:45:03.089000+00:00,,,,,,,
92,480,303,9372.0,2048.0,1851.0,2023-05-30 00:00:00.606000+00:00,2023-05-30 23:45:00.648000+00:00,12.0,,,,,,
93,480,303,9372.0,2048.0,1851.0,2023-05-30 00:00:01.377000+00:00,2023-05-30 23:45:01.604000+00:00,12.0,,,,,,
94,480,303,9372.0,2048.0,1851.0,2023-05-30 00:00:01.848000+00:00,2023-05-30 23:45:02.301000+00:00,12.0,,,,,,
95,480,303,9372.0,2048.0,1851.0,2023-05-30 00:00:02.467000+00:00,2023-05-30 23:45:02.931000+00:00,12.0,,,,,,
96,480,464,10630.0,2048.0,1919.0,2023-05-31 00:00:00.575000+00:00,2023-05-31 23:45:00.693000+00:00,13.0,,,,,,
97,480,464,10630.0,2048.0,1919.0,2023-05-31 00:00:01.392000+00:00,2023-05-31 23:45:01.780000+00:00,13.0,,,,,,
98,480,464,10630.0,2048.0,1919.0,2023-05-31 00:00:02.028000+00:00,2023-05-31 23:45:02.538000+00:00,13.0,,,,,,
99,480,464,10630.0,2048.0,1919.0,2023-05-31 00:00:02.591000+00:00,2023-05-31 23:45:03.182000+00:00,13.0,,,,,,
100,480,443,9129.0,2048.0,1736.0,2023-06-01 00:00:00.538000+00:00,2023-06-01 23:45:00.798000+00:00,44.0,,,,,,
101,480,443,9129.0,2048.0,1736.0,2023-06-01 00:00:01.319000+00:00,2023-06-01 23:45:01.866000+00:00,44.0,,,,,,
102,480,443,9129.0,2048.0,1736.0,2023-06-01 00:00:01.825000+00:00,2023-06-01 23:45:02.692000+00:00,44.0,,,,,,
103,480,443,9129.0,2048.0,1736.0,2023-06-01 00:00:02.353000+00:00,2023-06-01 23:45:03.495000+00:00,44.0,,,,,,
104,480,420,11334.0,2048.0,2163.0,2023-06-02 00:00:00.557000+00:00,2023-06-02 23:45:00.761000+00:00,11.0,,,,,,
105,480,420,11334.0,2048.0,2163.0,2023-06-02 00:00:01.369000+00:00,2023-06-02 23:45:01.799000+00:00,11.0,,,,,,
106,480,420,11334.0,2048.0,2163.0,2023-06-02 00:00:01.936000+00:00,2023-06-02 23:45:02.421000+00:00,11.0,,,,,,
107,480,420,11334.0,2048.0,2163.0,2023-06-02 00:00:02.440000+00:00,2023-06-02 23:45:03.089000+00:00,11.0,,,,,,
108,480,,7567.0,2048.0,1889.0,2023-06-03 00:00:00.495000+00:00,2023-06-03 23:45:00.645000+00:00,30.0,,,,,,
109,480,,7567.0,2048.0,1889.0,2023-06-03 00:00:01.184000+00:00,2023-06-03 23:45:01.624000+00:00,30.0,,,,,,
110,480,,7567.0,2048.0,1889.0,2023-06-03 00:00:01.719000+00:00,2023-06-03 23:45:02.265000+00:00,30.0,,,,,,
111,480,,7567.0,2048.0,1889.0,2023-06-03 00:00:02.214000+00:00,2023-06-03 23:45:03.053000+00:00,30.0,,,,,,
112,480,430,15584.0,2048.0,2335.0,2023-06-04 00:00:00.497000+00:00,2023-06-04 23:45:00.840000+00:00,40.0,,,,,,
113,480,430,15584.0,2048.0,2335.0,2023-06-04 00:00:01.235000+00:00,2023-06-04 23:45:01.894000+00:00,40.0,,,,,,
114,480,430,15584.0,2048.0,2335.0,2023-06-04 00:00:01.744000+00:00,2023-06-04 23:45:02.743000+00:00,40.0,,,,,,
115,480,430,15584.0,2048.0,2335.0,2023-06-04 00:00:02.308000+00:00,2023-06-04 23:45:03.615000+00:00,40.0,,,,,,
116,480,463,7429.0,2048.0,1669.0,2023-06-05 00:00:00.487000+00:00,2023-06-05 23:45:00.759000+00:00,13.0,,,,,,
117,480,463,7429.0,2048.0,1669.0,2023-06-05 00:00:01.321000+00:00,2023-06-05 23:45:01.837000+00:00,13.0,,,,,,
118,480,463,7429.0,2048.0,1669.0,2023-06-05 00:00:01.865000+00:00,2023-06-05 23:45:02.636000+00:00,13.0,,,,,,
119,480,463,7429.0,2048.0,1669.0,2023-06-05 00:00:02.395000+00:00,2023-06-05 23:45:03.350000+00:00,13.0,,,,,,
120,480,464,6933.0,2048.0,1732.0,2023-06-06 00:00:00.525000+00:00,2023-06-06 23:45:00.701000+00:00,29.0,,,,,,
121,480,464,6933.0,2048.0,1732.0,2023-06-06 00:00:01.278000+00:00,2023-06-06 23:45:01.655000+00:00,29.0,,,,,,
122,480,464,6933.0,2048.0,1732.0,2023-06-06 00:00:01.809000+00:00,2023-06-06 23:45:02.456000+00:00,29.0,,,,,,
123,480,464,6933.0,2048.0,1732.0,2023-06-06 00:00:02.569000+00:00,2023-06-06 23:45:03.095000+00:00,29.0,,,,,,
124,480,444,8741.0,2048.0,2033.0,2023-06-07 00:00:00.634000+00:00,2023-06-07 23:45:00.683000+00:00,12.0,,,,,,
125,480,444,8741.0,2048.0,2033.0,2023-06-07 00:00:01.431000+00:00,2023-06-07 23:45:01.545000+00:00,12.0,,,,,,
126,480,444,8741.0,2048.0,2033.0,2023-06-07 00:00:02.086000+00:00,2023-06-07 23:45:02.221000+00:00,12.0,,,,,,
127,480,444,8741.0,2048.0,2033.0,2023-06-07 00:00:02.572000+00:00,2023-06-07 23:45:02.939000+00:00,12.0,,,,,,
128,480,442,8411.0,2048.0,1894.0,2023-06-08 00:00:00.603000+00:00,2023-06-08 23:45:00.792000+00:00,11.0,,,,,,
129,480,442,8411.0,2048.0,1894.0,2023-06-08 00:00:01.720000+00:00,2023-06-08 23:45:01.741000+00:00,11.0,,,,,,
130,480,442,8411.0,2048.0,1894.0,2023-06-08 00:00:02.293000+00:00,2023-06-08 23:45:02.433000+00:00,11.0,,,,,,
131,480,442,8411.0,2048.0,1894.0,2023-06-08 00:00:02.959000+00:00,2023-06-08 23:45:03.158000+00:00,11.0,,,,,,
132,480,393,8598.0,2048.0,1919.0,2023-06-09 00:00:00.727000+00:00,2023-06-09 23:45:00.683000+00:00,13.0,,,,,,
133,480,393,8598.0,2048.0,1919.0,2023-06-09 00:00:01.415000+00:00,2023-06-09 23:45:01.592000+00:00,13.0,,,,,,
134,480,393,8598.0,2048.0,1919.0,2023-06-09 00:00:01.952000+00:00,2023-06-09 23:45:02.247000+00:00,13.0,,,,,,
135,480,393,8598.0,2048.0,1919.0,2023-06-09 00:00:02.481000+00:00,2023-06-09 23:45:02.942000+00:00,13.0,,,,,,
136,480,537,29384.0,2048.0,2766.0,2023-06-10 00:00:00.588000+00:00,2023-06-10 23:45:00.988000+00:00,188.0,,,,,,
137,480,537,29384.0,2048.0,2766.0,2023-06-10 00:00:01.368000+00:00,2023-06-10 23:45:02.144000+00:00,188.0,,,,,,
138,480,537,29384.0,2048.0,2766.0,2023-06-10 00:00:01.964000+00:00,2023-06-10 23:45:03.160000+00:00,188.0,,,,,,
